기준시간,원본시간,제목,미리보기
1일 전,2시간 전,"미국 증권가 M7 주가 추가 하락 전망, ""저가매수에 불확실 요소 많아""","M7은 반도체와 인공지능(AI), 전기차 등 미국 기업 7곳을 묶어 부르는 명칭이다. 애플, 엔비디아, 마이크로포스트, 아마존, 메타, 알파벳(구글 모기업), 테슬라가 여기에 속한다. M7 주가는 지난해 11월 미국 대선 이후 상승 추세를 보였다. 도널드 트럼프 대통령이 규제 완화와 같은 기업 친화적 정책을..."
1일 전,2시간 전,"""유럽 대형 산업전 통해 수출 발판 마련""…KOTRA, 유럽 메가전시회로 상...","지난해 이탈리아 볼로냐 미용전에 마련된 한국관 현장의 모습(사진: KOTRA) 정부는 지난 2월 '범부처 비상수출대책'을 통해 반도체·AI, 소비재, 모빌리티 등 7대 전략산업을 선정하고, 상반기 동안 우리 기업의 수출 및 프로젝트 수주를 집중적으로 지원한다고 밝힌 바 있다. 이에 따라 산업부와 KOTRA는..."
1일 전,2시간 전,"한미반도체 곽동신 회장, 30억 자사주 취득","곽 회장 ""후발업체인 ASMPT, 한화세미텍과 기술 격차 크다"" 곽동신 한미반도체 회장이 사재로 30억원 규모의 자사주를 취득한다는 계획을 발표했다. 지난 2월 사재로 20억원 규모의 자사주를 취득한다고 공시한 지 한 달 만에 이뤄진 결정이다. 한미는 곽동신 회장이 30억원 규모의 자사주를 추가..."
1일 전,2시간 전,"유병직 군포산업진흥원장 취임 ""군포시를 첨단 비즈니스 허브로""","특히 성남산업진흥원에서는 콘텐츠, ICT 및 시스템 반도체, 4차 산업 등 다양한 분야의 사업을 이끌었다. 유 원장은 ""현장에 답이 있다""면서 ""안팎으로 소통과 협업을 통해 군포시 산업경제의 위상을 높이고 확장성 있는 사업을 추진해 기업에 실질적인 도움이 되는 전문기관이 되게 하겠다""고 약속했다. 그러면서..."
1일 전,6시간 전,"SGC에너지, 국회 환노위원장·환경부 장관과 CCU 발전 방향 논의","여기에 더해, 현재 생산하는 액화탄산의 순도를 한층 높여 반도체급 액화탄산 공급을 위한 설비 고도화도 추진하고 있다. 이날 김완섭 환경부 장관은 “탄소 포집·활용·저장 기술과 같은 ‘기후테크’는 미래 탄소중립 실현의 핵심 열쇠”라며 “온실가스 감축기술에 설비투자, 규제개선, 연구개발(R..."
1일 전,1시간 전,"SGC에너지, 탄소중립 혁신 기술로 온실가스 감축 속도낸다","여기에 더해, 현재 생산하는 액화탄산의 순도를 한층 높여 반도체급 액화탄산 공급을 위한 설비 고도화도 추진하고 있다. 이날 김완섭 환경부 장관은 ""탄소 포집·활용·저장 기술과 같은 기후테크는 미래 탄소중립 실현의 핵심 열쇠다""며 ""온실가스 감축 기술에 설비투자, 규제개선, 연구개발(R&D)..."
1일 전,2시간 전,경북대 남기호 교수팀 고속/대량 생산 가능한 고효율 수처리 분리막 기...,"남기호 교수는 ""이 기술은 공정이 매우 간단하고 빠르며, 대량 생산이 가능해 상용화 가능성이 높다.""라며, ""염색 산업의 환경 부담을 줄이는 것은 물론, 반도체 공정용 정수 시스템, 의료용 정제수 생산 등 고순도 수처리가 필요한 산업 분야로 적용 범위를 확대할 계획이다.""라고 밝혔다. 이번 연구의..."
1일 전,2시간 전,"경북대 남기호 교수팀, 고속‧대량 생산 가능한 '고효율 수처리 분리막...","남기호 교수는 “이 기술은 공정이 매우 간단하고 빠르며 대량 생산이 가능해 상용화 가능성이 높다”며 “염색 산업의 환경 부담을 줄이는 것은 물론 반도체 공정용 정수 시스템, 의료용 정제수 생산 등 고순도 수처리가 필요한 산업 분야로 적용 범위를 확대할 계획""이라고 말했다. 이번 연구의 교신저자는..."
1일 전,2시간 전,"유병직 군포산업진흥원장 취임…""산업경제 중심도시로 도약""","특히, 성남산업진흥원에서 콘텐츠와 정보통신기술(ICT), 시스템 반도체와 4차 산업 등 다양한 분야의 사업을 이끌어온 경험을 바탕으로 군포시와 군포산업진흥원을 산업경제 중심도시로 발전시킬 적임자로 평가받고 있다. 유 원장은 취임식에서 ""현장에 답이 있다""며 ""안팎으로 소통과 협업을 통해 군포시..."
1일 전,1시간 전,"'독한 삼성인'주문, 삼성 이재용 회장""사즉생 각오로 미래에 투자하라""",여기에 글로벌 경기 침체와 도널드 트럼프 2기 출범으로 인한 반도체 관세 부과 가능성 등 복합적인 경영 환경이 삼성을 압박하고 있다. 이와 같은... 삼성글로벌리서치 출신 최윤호 사장이 이끄는 경영진단실은 이미 반도체 설계를 담당하는 시스템LSI 사업부에 대한 경영진단에 착수했다. 이러한 움직임은...
1일 전,1시간 전,한은 “韓기업 주주환원 최하위···주주환원될수록 기업가치 높아져”,다만 반도체 등 고성장중인 정보기술(IT) 업종에선 주주환원 확대보다 대규모 투자가 기업가치 상향에 더 큰 영향을 미친 것으로 분석됐다. 한은의 이같은 제안은 최근 야당 주도로 상법 개정안이 국회를 통과한 직후 나온 것이라 주목받는다. 개정안은 법인 이사의 주주충실의무를 보다 명확하도록 문구를...
1일 전,1시간 전,훈풍 불던 'K-원전'…美 '민감국가' 낙인에 직격탄 우려,"美 '민감 국가' 지정 발효시, 원전·반도체·AI 등 첨단기술 협력 제약 17일 산업통상자원부 등에 따르면 미국 에너지부는 올 초 '민감 국가 및 기타 지정... 미 에너지부의 민감 국가로 지정되면 원전, 핵 비확산 분야는 물론 반도체, AI(인공지능), 양자, 바이오테크 등 첨단산업 분야에서의 연구·개발 협력에..."
1일 전,1시간 전,젠슨 황의 '입'... 차세대 AI GPU '루빈'과 삼성 언급할까,AI(인공지능) 반도체 시장을 이끄는 엔비디아가 17일(현지시간) 미국에서 자사가 주최하는 세계 최대 AI 컨퍼런스를 개최하는 가운데 젠슨 황 CEO가... 삼성전자와 SK하이닉스 등 국내 반도체 업계는 큰 손 '엔비디아'에 AI 반도체용 HBM을 납품하고 있기에 엔비디아의 신제품과 젠슨 황의 입에서 나오는...
1일 전,1시간 전,"""연금 개혁과 정년 연장, 함께 가야 한다"" 더불어민주당 정책위의장 강...","또한, 추가경정예산 편성과 관련해서도 진 정책위의장은 ""시급한 논의임에도 불구하고 제대로 진행되지 않고 있어 답답하다""며 ""구체적인 시기와 규모는 실무 협의를 통해 정해야 하는데, 여당이 연금 개혁 합의와 반도체 특별법 통과 등을 조건으로 내세워 실무 합의를 가로막고 있다""고 주장했다."
1일 전,2시간 전,샘씨엔에스 주가 휘파람...반도체 테스트 핵심 부품 세라믹 STF 기술력 ...,"삼성전자, SK하이닉스 등 국내 주요 반도체 기업을 대상으로 HBM 제품 퀄 테스트를 진행하며 기술력을 인정받고 있으며, 지난해에는 52억 원의... 세라믹 STF는 반도체 테스트 공정에서 사용되는 프로브카드의 핵심 부품으로, HBM과 같은 고성능 테스트에 필수적이다. HBM 시장 성장에 따라 세라믹 STF..."
1일 전,1시간 전,"새 CEO 맞은 인텔, 위기의 '파운드리' 살려낼까 [AI칩 인사이드]","인텔의 파운드리(반도체 위탁생산) 사업 회생 여부에 관심이 쏠린다. 새로 취임한 립부 탄 인텔 최고경영자(CEO)와 세계 최대 파운드리 기업인 대만 TSMC가 인텔 파운드리 재건 여부를 두고 동상이몽을 꿈꾸고 있다.■ 인텔, 새 CEO 취임 'D-1'…파운드리 재건 택했다미국 '의 심장'이라 불리는 인텔은 앞서..."
1일 전,1시간 전,"'韓도 예외없어' 현대차·기아, 美 관세에도 성장세 이어갈까","루비오 장관은 ""트럼프 대통령은 알루미늄·철강·반도체·자동차 제조 등 핵심 산업에서 이들 산업을 보호하고 역량을 구축하려면 미국에서 생산할 수 있는 경제적 인센티브를 보장해야 한다고 믿는다""며 ""미국에 부과하는 것과 동일한 관세를 상대국에 부과해 공정성과 상호성의 새로운 기준을 바탕으로 양측..."
1일 전,1시간 전,과기정통부 25일 롯데호텔서 ‘AI 글로벌 콘퍼런스’ 개최,"텐서웨이브, LG, 네이버, 업스테이지, 트웰브랩스 등 국내외 기업 관계자가 참여한다. 본행사 2부는 AI 반도체, 데이터센터, AI 모델 및 서비스 3가지 파트로 나뉘어 진행된다. 참여 기업은 인텔, 리벨리온, 퓨리오사AI, AWS, 오라클, NHN클라우드, 구글, 가우디오랩, 루닛, 마키나락스, 모레, 트릴리온랩스 등이다."
1일 전,1시간 전,삼성전자 HBM 긍정 시그널 나올까…GTC에 쏠리는 눈,엔비디아의 인공지능(AI) 컨퍼런스 'GTC 2025'가 개막을 앞둔 가운데 우리나라 메모리반도체 시장에 미칠 영향에 이목이 쏠리고 있다. 특히 5세대 고대역폭메모리(HBM3E) 품질 검증을 받고 있는 삼성전자와 관련해 긍정적인 신호가 나올지 주목된다. 17일 업계에 따르면 엔비디아는 현지시간 기준...
1일 전,1시간 전,삼성전자 '5만 전자' 탈출 가능할까,"D램 등 범용(레거시) 반도체 수요가 회복되고 있지만, 미국 트럼프 정부의 반도체 관세 우려가 여전히 남아 있는 점이 외국인들의 이탈을 부추기는 것으로 풀이된다. 여기에 엔비디아 대상 HBM(고대역폭메모리) 공급 이슈가 해소되지 않은 점도 불안감을 키우는 요소다. 반면 개인 투자자들은 삼성전자에..."
1일 전,1시간 전,"넥스트펌프, 2025 제12회 대한민국 가치경영 대상 수상","스마트 팩토리, 이차전지 및 반도체 장비 등에 독보적인 기술로 소재부품을 공급하고 있는 넥스트펌프가 개발한 분체 펌프는 다양한 분말을 토출하고 이송할 수 있는 펌프다. 이 펌프는 속도 및 반복 횟수, 작동 시간을 0.1초 단위로 고정밀 제어가 가능하여 식품 가공, 화학, 제약, 등 다양한 산업..."
1일 전,1시간 전,"한국재무관리학회 ""MBK의 고려아연 인수, 정부가 막아야""","토론 배포자료에 따르면 고려아연은 국내 비철금속 제련 능력의 78%를 차지하며, 반도체용 고순도 황산 공급량의 65%, 이차전지 전구체 생산의 40%를 담당하는 국가 핵심 인프라이다. 또한 미국 방위산업과도 긴밀히 연결되어 있어 고려아연이 미국에 공급하는 안티모니와 텔루륨의 생산 중단 시 F-35 전투기의..."
1일 전,1시간 전,"국립부경대 권혁진 교수팀, 비진공·저온에서 제작 가능한 차세대 절연...","연구팀은 이 소재로 기존 반도체 공정의 한계를 보완하고, 에너지·비용을 절감해 대중적이고 범용적인 전자소자 제작이 가능할 것으로 보고, 인체에 부착하는 웨어러블 디바이스, 의료용 센서, 실내외 환경 모니터링 네트워크 등 다양한 분야에서 저전압으로 구동되는 전자소자를 구현하는 데에도 기여할..."
1일 전,2시간 전,"'용인 반도체클러스터 일반산업단지' 첫 팹(Fab) 레미콘 자재, 용인 지역...",매일일보 = 김길수 기자 | 용인특례시는 SK에코플랜트가 처인구 원삼면에서 진행 중인 '용인반도체 클러스터 일반산업단지' SK하이닉스 생산라인(Fab)... 시는 '용인 반도체클러스터 일반산업단지'에 콘크리트 생산시설을 설치해 자재를 공급하면 고용 창출과 지역경제 활성화 등 경제 선순환 구조를...
1일 전,2시간 전,"반도체 신소재 설계 시간 단축…서울대, LLM 활용 개발",이번 연구 성과는 반도체 및 2차전지의 신소재 설계 시간 단축을 통해 산업 경쟁력을 강화할 것으로 기대된다. 서울대학교 화학생물공학부 정유성... 신소재 산업의 경쟁력 강화 이번 기술은 국내 신소재 산업뿐만 아니라 반도체 및 2차전지 산업의 경쟁력 강화에도 기여할 것으로 기대된다. 기존의...
1일 전,2시간 전,"[맞수다] ""윤 대통령, 탄핵심판 결과 승복 선언해야""",이 민감국가 지정이 되면 원자력 핵무기 반도체 인공지능 첨단기술 접근에 제한이 생겨서 미국하고 협력할 때 특별승인을 받아야 되고 제한이 있는... 원자력 핵무기 반도체 이런 부분들은 우리 국민들에게 얼마나 중요한 영향을 미치는 부분입니까? 그래서 저는 이 부분을 가지고 우리가 서로 비난하는 것은...
1일 전,2시간 전,"국립부경대 연구팀, 비진공·저온 공정 기반 차세대 절연 소재 개발","연구팀은 이 소재가 기존 반도체 공정의 한계를 보완하고, 에너지·비용 절감 효과를 통해 대중적이고 범용적인 전자소자 제작에 기여할 것으로 전망했다. 권혁진 교수는 ""이번 연구가 차세대 전자소자의 저전력화와 인쇄 공정 확산을 촉진해 유연 전자 시대를 앞당기는 기반이 될 것""이라며 ""소재 융합..."
1일 전,2시간 전,"라온로드, 국산 AI 반도체로 태국 스마트시티 시장 본격 진출","라온로드는 한국산 AI반도체를 활용한 스마트시티 모델을 태국 붕깐주를 비롯한 주요 도시에 구축하는 역할을 담당하고 밀리어네리는 태국 정부 영업... 그는 “라온로드가 합류하면서 한국산 AI 반도체를 활용한 교통관제부터 디지털트윈, 스마트시티 구축에 이르기까지 한국에서의 경험을 토대로 대형..."
1일 전,2시간 전,"퀄컴·화이자·아람코 CEO, 내주 베이징 포럼 집결…시진핑 면담","미국의 반도체 퀄컴부터 자산운용사 시타델, 사우디아라비아의 국영석유회사 아람코까지 글로벌 기업의 최고경영자(CEO)들이 다음주 시진핑 중국 국가주석을 만날 것으로 예상된다. 17일 블룸버그에 따르면 퀄컴의 크리스티아노 아몬, 아람코의 아민 나세르 등 글로벌 CEO들은 베이징에서 23~24일 열리는..."
1일 전,2시간 전,"삼성운용, 삼성글로벌CoreAI목표전환형 펀드 출시","채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고 주식은 반도체·인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자해 성과를 높일 계획이다. 이 펀드의 목표 수익률은 7%로 설정됐으며 목표 달성 후에는 전체 포트폴리오를 채권 및 채권형..."
1일 전,2시간 전,"경남 진주, 지자체 첫 위성 발사 성공…부산·대전도 위성 쏠 준비","2021년 코로나19가 발생, 반도체 수급난을 겪으면서다. 2022년 발발한 러시아-우크라이나 전쟁 영향도 컸다. 시 관계자는 “원래는 스페이스X가 아닌 러시아 소유즈 발사체를 사용하기로 했는데 전쟁 때문에 쓸 수 없게 되는 등 어려움이 많았다”고 했다. 코로나·전쟁에…우여곡절 많아 사업 시작 4년 만에..."
1일 전,2시간 전,"동문건설, 삼성효과 기대감 ‘평택 화양 동문 디 이스트’ 공급","삼성전자는 지난해 글로벌 반도체 시장 침체를 이유로 평택캠퍼스 P5 공장 건설을 연기하고, 기존 P2-P3 공장의 일부 공정 설비 가동을 중단한 바 있다.... 올해 들어 반도체 물량 주문이 밀려들고 획기적인 나노공정 수율의 개선에 나서면서 경쟁력을 회복해 지역 활성화에도 청신호가 켜진 것으로 분석된다. 특히..."
1일 전,2시간 전,"경북대, 대량생산 가능한 고효율 수처리 분리막 기술 개발","남기호 교수는 “공정이 매우 간단하고 빠르며, 대량 생산이 가능해 상용화 가능성이 높다.”라며, “염색 산업의 환경 부담을 줄이는 것은 물론, 반도체 공정용 정수 시스템, 의료용 정제수 생산 등 고순도 수처리가 필요한 산업 분야로 적용 범위를 확대할 계획이다.”라고 밝혔다. 이번 연구의..."
1일 전,2시간 전,"이재용, '애니콜 화형식' 버금 경고 … 그룹 전반 고강도 경영진단, 인적...",뉴데일리 장소희 반도체전문기자 = 이재용 삼성전자 회장이 삼성 임원들에게 경영위기 상황에 대한 심각성을 재차 환기시키고 나서면서 삼성 내부에서... 앞서 지난해 하반기 삼성 반도체 사업 수장인 전영현 부회장이 이례적으로 실적 사과문을 제시하며 삼성 내부적으로도 위기 상황에 대해 공식화에 나섰지만...
1일 전,2시간 전,"국립부경대 권혁진 교수 연구팀, 비진공·저온서 제작 가능 '차세대 절...","연구팀은 이 소재로 기존 반도체 공정의 한계를 보완하고, 에너지·비용을 절감해 대중적이고 범용적인 전자소자 제작이 가능할 것으로 보고, 인체에 부착하는 웨어러블 디바이스, 의료용 센서, 실내외 환경 모니터링 네트워크 등 다양한 분야에서 저전압으로 구동되는 전자소자를 구현하는 데에도 기여할..."
1일 전,2시간 전,"[더벨][한화그룹 승계 로드맵 점검]'기반 확실한' 김동관 부회장, 김동원...","차남 김동원 한화생명 사장이 금융 계열사를, 삼남 김동선 한화호텔앤리조트 부사장이 유통·로봇·반도체 계열사를 각각 승계받는 구도다. 다만 아직... 현재로선 유통·로봇·반도체장비 등 계열사를 분리해 독립 경영에 나설 것이란 관측이 나온다. 다만 유통·로봇·반도체장비 등 계열사는 비교적 사업규모가..."
1일 전,2시간 전,"[더벨][한화그룹 승계 로드맵 점검]'기반 확실한' 김동관 부회장, 김동원...","차남 김동원 한화생명 사장이 금융 계열사를, 삼남 김동선 한화호텔앤리조트 부사장이 유통·로봇·반도체 계열사를 각각 승계받는 구도다. 다만 아직... 현재로선 유통·로봇·반도체장비 등 계열사를 분리해 독립 경영에 나설 것이란 관측이 나온다. 다만 유통·로봇·반도체장비 등 계열사는 비교적 사업규모가..."
1일 전,2시간 전,"SK하이닉스,용인 반도체클러스터 일반산업단지’첫 팹(Fab) 건설 레미콘...",용인특례시는 SK에코플랜트가 처인구 원삼면에서 진행 중인 ‘용인반도체 클러스터 일반산업단지’ SK하이닉스 생산라인(Fab) 기본 공사에 필요한... 시는 ‘용인 반도체클러스터 일반산업단지’에 콘크리트 생산시설을 설치해 자재를 공급하면 고용 창출과 지역경제 활성화 등 경제 선순환 구조를...
1일 전,2시간 전,"""주주환원정책, 기업가치 제고에 효과적""","산업에서는 주주환원이 기업가치에 미치는 영향이 제한적""이라며 ""자본적 지출 확대를 통한 주주이익 성장과 기업가치 제고가 병행되는 구조를 정착할 필요가 있다""고 덧붙였다. 산업별로 반도체 등 정보기술(IT) 부문은 금융업 등과 달리 주주환원이 기업가치에 미치는 영향이 뚜렷하지 않았다는 설명이다."
1일 전,2시간 전,"재단법인 군포산업진흥원, 유병직 신임 원장 취임","특히, 성남산업진흥원에서 콘텐츠, ICT 및 시스템 반도체, 4차 산업 등 다양한 분야의 사업을 이끌어온 경험을 바탕으로 군포시와 군포산업진흥원을 산업경제 중심도시로 발전시킬 적임자로 평가받고 있다. 원장은 취임식에서 “현장에 답이 있다”며 “안밖으로 소통과 협업을 통해 군포시 산업경제의 위상을..."
1일 전,2시간 전,‘복합 위기’ 삼성 “사즉생의 각오로 과감히 행동할 때”,"주력 계열사인 삼성전자가 반도체 사업 부진을 겪고 있다. 인공지능(AI) 시대를 맞아 고부가 제품인 고대역폭메모리(HBM) 수요가 높아졌지만, 엔비디아에 대한 HBM 납품이 지연되는 등 뚜렷한 성과를 내지 못하고 있다. 파운드리(반도체 위탁생산) 사업은 세계 1위 업체인 대만 TSMC와의 격차를 좁히지 못하는..."
1일 전,2시간 전,"인천시, 관광도시 도약 추진","마이스(MICE) 산업에서도 바이오·반도체 등 인천 전략산업과 연계한 전시회를 집중 발굴·개최합니다. 올해 주요 행사로는 ▲일러스트페어(6월) ▲뷰티&헬스케어쇼(8월) ▲국제 PCB 및 반도체패키징산업전(9월) ▲국제치안산업대전(10월) ▲바이오헬스투자위크(12월) 등이 예정돼 있습니다. 또한, 강화·옹진군..."
1일 전,1시간 전,"이재용 ""삼성다운 저력 잃어...'사즉생' 각오로 위기 대처해야""",실제로 주력 계열사인 삼성전자는 반도체 사업에서 범용(레거시) 메모리의 부진과 고대역폭 메모리(HBM) 납품 지연 등으로 지난해 시장의 기대에 못... 그룹 전반의 복합 위기 타개를 위해 지난해 말 삼성글로벌리서치 산하에 신설한 경영진단실은 지난 1월 설계를 담당하는 시스템LSI 사업부에 대한...
1일 전,1시간 전,[GTC 2025] SK하이닉스 엔비디아 '블랙웰 울트라'에 단독 HBM3E 12단 공급...,<그래픽 비즈니스포스트> 17일 반도체 업계 취재를 종합하면 17일부터 21일(현지시각)까지 미국 샌프란시스코에서 열리는 엔비디아의 AI 개발자 콘퍼런스 'GTC 2025'에서 SK하이닉스가 엔비디아와 HBM 협력을 더 강화할 것으로 보인다. 젠슨 황 엔비디아 최고경영자(CEO)는 한국시각 19일 오전 2시...
1일 전,1시간 전,불뿜은 반도체주에 코스피 2610대로 D램가격 상승 기대…삼성전자 5%↑,사진/연합뉴스 코스피가 17일 반도체 업종 위주의 순매수가 이뤄지면서 2610대로 올라섰다. 이날 코스피는 전 거래일 대비 44.33포인트(1.73%) 상승한 2610.69에 거래를 마감했다. 지수는 전 거래일보다 21.96포인트(0.86%) 오른 2588.32로 출발해 오름폭을 확대했다. 유가증권시장에서는 외국인과...
1일 전,24분 전,"DB하이텍, 차세대 전력반도체 양산… 6조 시장 '게임 체인저' 될까","DB하이텍이 차세대 전력반도체 소재인 GaN(질화갈륨) 기반 전력반도체를 연내 양산하며 6조 원 규모의 전력반도체 시장 공략에 나서면서 주가에 훈풍을 불어 넣고 있는것으로 해석된다. DB하이텍은 GaN 기반 전력반도체 개발을 완료하고 연내 양산을 목표로 하고 있으며, 전기차와 AI 시장의 성장과 함께..."
1일 전,24분 전,"에스디에스산업, 베이퍼챔버·히트싱크로 AI 가전 최적화 성능 견인","및 반도체 칩이 필수 요소로 자리 잡고 있다. 이에 따라 AI 가전기기의 열 관리 문제를 해결하는 것이 중요 과제로 떠올랐다. 에스디에스산업은 이러한 시장 변화에 맞춰 AI 가전을 포함한 다양한 전자기기에 최적화된 방열솔루션을 제공한다는 방침이다. 에스디에스산업은 , 가전을 비롯해 통신장비..."
1일 전,24분 전,립부 탄 CEO 선임한 인텔··· 기업 IT 구매자에게 미칠 영향은?,"인텔이 최근 반도체 부문 베테랑인 립부 탄을 CEO로 선임했다. 이는 인텔과 기업 고객 모두에게 중요한 전환점을 의미할 수 있다. 인텔은 이제 AMD와의... 테크인사이트(TechInsights)의 반도체 분석가 마니시 라왓도 이러한 견해에 동의했다. 그는 탄의 배경을 고려할 때, 통합 생태계를 구축하기 위해 AI 및..."
1일 전,24분 전,2월 ICT 수출 167억 달러 기록…무역수지는 58억 달러 흑자,"2월 ICT 수출에서는 반도체(3.0%↓)와 디스플레이(5.1%↓) 수출은 감소했고, 휴대폰(33.3%↑), 컴퓨터‧주변기기(26.9%↑), 통신장비(74.1%↑)의 수출은 큰 폭으로 증가했다. 주요 요인을 살펴보면 반도체는 HBM, DDR5 등 고부가 메모리 반도체의 양호한 실적에도 불구하고 NAND 등 범용 메모리 의 단가..."
1일 전,24분 전,"반도체주 상승세, 코스피 강세 견인","이는 지난해 11월 이후 최대 상승폭으로, 반도체 업황 개선에 대한 기대감과 인공지능(AI) 기술 발전의 영향을 받은 것으로 분석된다. SK하이닉스 역시 0.73% 상승하며 거래를 마쳤고, 반도체 장비주를 포함한 밸류체인 종목들이 일제히 강세를 보였다. 외국인은 유가증권시장에서 전기/전자 업종에 약..."
1일 전,22분 전,"엔비디아 차세대 GPU '루빈' 19일 베일 벗는다, 고속성장 지속 여부 판가...",젠슨 황 엔비디아 CEO가 1월6일 미국 라스베이거스에서 열린 가전 박람회 CES에 참석해 GB200 NVL72 반도체를 들고 기조연설을 하고 있다. <연합뉴스> 엔비디아가 인공지능(AI) 반도체 수혜로 고속성장을 이어갈지 여부를 차세대 서버용 그래픽처리장치(GPU) '루빈'이 결정할 것이라는 관측이 나온다. 엔비디아는...
1일 전,25분 전,"독하게 일하겠단 삼성전자, 5%대 급등…반도체發 ‘코스피의 봄’ 가속...","여기에 업황 개선 전망과 인공지능(AI) 랠리 재개 기대감 등이 겹치면서 삼성전자를 비롯한 반도체 섹터가 일제히 강세, 코스피 오름세를 견인했다.... 38%) 등 장비업체를 비롯한 반도체 밸류체인이 대거 상승했다. 이에 따라 이날 유가증권시장에서 전기/전자 업종이 3.04%로 최고 수익률을 기록했다...."
1일 전,22분 전,"이재용 ""삼성, 기술력 훼손""…""경영진보다 특급인재 모셔라""","교육 대상은 삼성그룹 60개 계열사의 임원 2000명 이상이다. 실제 삼성의 '위기'는 지난해 사업보고서에서 수치로도 확인됐다. 사업보고서에 따르면 삼성전자는 주력 사업인 메모리 반도체 D램을 비롯해 TV, 스마트폰, 디스플레이 등 전반적인 사업 부문에서 모두 점유율이 떨어졌다."
1일 전,22분 전,"코스피, 외인 매수세에 2,610대로 상승…외인 삼성전자 사고, 두산에너...","한미반도체, 아모레퍼시픽, 지아이이노베이션, 한국항공우주, SK바이오팜, HD한국조선해양, 보로노이, HL만도, SK이노베이션, 포스코퓨처엠, 휴젤, HLB, 금호석유 등이 뒤를 이었다. 이날 오후 3시 30분 서울 외환시장에서 원/달러 환율은 전장보다 5.9원 내린 1,447.9원이다. 최근 레거시 ..."
1일 전,21분 전,"여야 원내대표 18일 만난다..권성동 ""민주당, 尹 탄핵선고 승복 답하라...","반대할 이유가 없다""고 답변했습니다. 이날 회동에서 양당 원내대표는 윤 대통령에 대한 탄핵 선고 승복 외에도 국민연금 개혁과 추가경정예산 편성, 반도체특별법 처리 등 민생 현안을 논의할 것으로 예상됩니다. #탄핵심판 #더불어민주당 #국민의힘 #권성동 #박찬대 #윤석열"
1일 전,20분 전,국내 수출 1개월 만 증가 전환... 무역수지도 흑자 기록,"특히 15개월 연속 상승해 수출액 증가를 이끌던 반도체는 감소 전환(+7.2%→-2.5%)해 국내 산업에도 타격을 줬다. 주요 수출 국가는 미국(+1.0%), 베트남(+12.6%), 대만(+79.6%), 중동(+19.8%) 등은 증가했고 중국(-1.4%), 유럽연합(-8.1%), 일본(-4.8%), 호주(-21.1%) 등에서는 감소세를 보였다. 수출중량도 조업일수 증가..."
1일 전,20분 전,"해상풍력 업계 ""전력망 구축·사업성 확보 우선돼야""","정부는 호남에서 생산된 전력을 수도권 반도체 클러스터에 공급하는 서해안 해저 전력 고속도로 사업을 추진한다. 육상 전력망 추가 건설은 주민 반대와 설비 밀집도 문제로 추진이 힘들다고 판단, 총 620km의 초고압직류송전(HVDC)을 해저에 깔겠다는 계획이다. 정부 측의 느린 사업 추진 속도가 도마에 올랐다...."
1일 전,20분 전,"통합 얘기하다 '음모론', 親기업 얘기하다 '좌회전'… 이재명의 갈짓자...","반도체 산업 주 52시간 근무 예외 적용 도입도 결국 유보했다. 이 대표는 기업들과 전문가를 불러 직접 토론회 좌장을 맡아 주 52시간 예외 허용을 설득하는 모습을 보였으나, 결국 입장을 바꿨다. 전국민주노동조합총연맹의 반대에 굴복한 것이 아니냐는 지적이 뒤따랐다. 이에 대해 국민의힘 소속 오세훈..."
1일 전,20분 전,"이재용 ""'사즉생' 각오로 과감히 행동해야""…'독한 삼성인' 주문(종합)","한 참석자는 ""메모리 반도체가 자만해 AI에 제대로 대처하지 못하는 등 반도체 사업이 대규모 투자에도 성과를 내지 못했고, 가전 제품의 품질 경쟁력도 저조하다는 등의 내용이 공유됐다""고 전했다. 세미나에선 영상에 이어 교수 등 외부 전문가들이 외부에서 바라보는 삼성의 위기 등을 주제로 강연했다. 이..."
1일 전,22분 전,"2주 앞으로 다가온 '공매도'…외국인, 반도체 팔았다","주목할만한 점은 공매도 재개를 앞두고 반도체 종목을 적극적으로 매도하고 있다는 것이다. 전문가들은 공매도 재개가 일단은 반도체 업종에 유리할 것으로 보고 있다. 공매도는 주가 하락이 예상될 때 시세차익을 노리는 방법인데, 이미 주가가 과도하게 하락해 공매도 타겟이 되지 않는다는 이유에서다. 다만..."
1일 전,25분 전,"코스피, 삼성전자 강세로 2610선 탈환…올 들어 8.82% 상승","미국 반도체 기업 엔비디아가 현지시간으로 오는 17일부터 21일까지 미국 캘리포니아에서 세계 최대 AI 개발자 콘퍼런스 'GTC 2025'를 개최하면서 국내 반도체주로도 기대감이 유입된 영향이다. 이외에 한화에어로스페이스는 6%대, HD현대중공업은 3%대, 현대모비스, 신한지주, 네이버(NAVER)..."
1일 전,26분 전,"경북대 남기호 교수팀, 고효율 수처리 분리막 기술 개발","아울러 반도체 공정용 정수 시스템, 의료용 정제수 생산 등 고순도 수처리가 필요한 산업 분야로 적용 범위를 확대할 계획이라고 설명했습니다. 이번 연구의 교신저자는 남기호 교수, 제1저자는 섬유시스템공학과 손정민 박사과정생이며, 연구 결과는 국제학술지 '어드밴스드 엔지니어링 머티리얼스' 3월호에..."
