기준시간,원본시간,제목,미리보기
1일 전,7시간 전,"한투운용, 美 주식·채권 투자 ACE 채권혼합 ETF 순자산 '7000억원' 돌파",한국투자신탁운용은 미국 주식과 채권에 투자하는 ACE 채권혼합 상장지수펀드(ETF) 시리즈 3종의 순자산액이 7000억원을 돌파했다고 17일... ACE 미국S&P500채권혼합액티브 ETF와 마찬가지로 2022년 8월 상장돼 주식과 미국 단기 채권 투자 비중을 3대 7로 가져간다. 다만 투자하는 ...
1일 전,7시간 전,"고려아연 ""SMH에 대한 현물배당, 법원 가처분 결정 거스르지 않아""","고려아연은 ""썬메탈코퍼레이션(SMC)의 썬메탈홀딩스(SMH)에 대한 영풍 주식 현물배당은 법원 가처분 결정을 거스르지 않는다""고 강조했다. 그러면서 ""MBK 파트너스와 영풍은 '와이피씨(YPC)'의 고려아연 주식 취득에 따른 상호주 형성 시점과 관련해 일방적인 주장을 이어가고 있다""고 비판했다. 고려아연..."
1일 전,7시간 전,"현대차證 ""삼성SDI, '주주가치 희석+실적 부진'에…목표가 25%↓""","유상증자 주식 수는 1182만 1000주로 증자 비율은 16.8%다. 증자 규모는 약 2조 원이다. 강 연구원은 ""전고체 전지 양산 차질 없는 진행 시그널은 긍정적이고 향후 삼성디스플레이 지분을 활용한 투자 역시 기대된다""고 했다. 다만 ""원통형 배터리 부진 장기화 및 유럽 고개들의 불확실성 등으로 자체 현금흐름..."
1일 전,7시간 전,"현대차證 ""삼성SDI, '주주가치 희석+실적 부진'에…목표가 25%↓""","유상증자 주식 수는 1182만 1000주로 증자 비율은 16.8%다. 증자 규모는 약 2조 원이다. 강 연구원은 ""전고체 전지 양산 차질 없는 진행 시그널은 긍정적이고 향후 삼성디스플레이 지분을 활용한 투자 역시 기대된다""고 했다. 다만 ""원통형 배터리 부진 장기화 및 유럽 고개들의 불확실성 등으로 자체 현금흐름..."
1일 전,7시간 전,"영풍 ""ISS, 영풍 주총 안건 모두 찬성...영풍정밀 주주제안은 반대""","[사진=영풍] ISS는 영풍이 제안한 ▲재무제표 승인 ▲주식 액면분할 ▲사내이사 및 사외이사 선임 등 모든 안건에 대해 찬성을 권고했다. 영풍정밀이 제안한 ▲집중투표제 도입 ▲현물배당 도입 등 안건에 대해서는 ""설득력 있는 근거가 부족하다""며 전부 반대 의견을 냈다. ISS는 1985년 설립된 세계 최대 규모의..."
1일 전,7시간 전,초가삼간 태울 상법개정안…외과수술식 접근을,현재 기업들이 물적분할을 통해 자회사를 상장할 경우 기존 주주들은 신설 법인의 주식을 받지 못하고 모회사의 지분 가치만 희석되는 문제가 있다. 이를 방지하기 위해 물적분할 후 일정 기간 내에 자회사를 상장할 경우 기존 주주에게 우선 배정하는 등의 추가적인 주주 보호 장치를 마련하는 것도 하나의...
1일 전,7시간 전,"독일 주가 급등의 비밀, 재정 긴축 풀고 군비 확충 [왜 다시 독일인가①...","골드만삭스는 ‘유럽 주식의 새로운 시대’라는 제목의 보고서를 발표하며 독일 경제에 대한 기대감을 키웠다. 모건스탠리는 이번 부양책이 독일 GDP를 올해 0.2%, 내년 0.7% 증가시키는 효과를 낼 것으로 전망했다. 외신은 “1989년 베를린 장벽 붕괴에 버금가는 역사적 전환점”이라고 평가했다. 넘어야 할..."
1일 전,7시간 전,삼성운용 '삼성글로벌CoreAI목표전환형 펀드' 출시,"삼성글로벌CoreAI목표전환형 펀드는 채권과 AI 관련 주식으로 구성되며, 투자 비중은 채권 60%, 주식 40% 수준으로 운용될 예정이다. 채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체/인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련..."
1일 전,7시간 전,한투운용 'ACE 채권혼합' ETF 시리즈 순자산 7천억 돌파,한국투자신탁운용은 미국 주식과 채권에 투자하는 'ACE 채권혼합' 상장지수펀드(ETF) 시리즈 3종의 순자산액이 7천억원을 돌파했다고 17일 밝혔다. 'ACE... 주식과 상관관계가 낮은 채권을 함께 투자하는 만큼 시장 변동성이 심화할 때 개별 또는 형 ETF보다 하락폭이 작다. 안전자산으로...
1일 전,7시간 전,"대체거래소 넥스트레이드, 거래 종목 110개로 확대",넥스트레이드는 출범 이후 오전 8시부터 오후 8시까지 주식 거래가 가능한 확장된 거래 시간을 제공하면서 투자자들의 편의성을 높였다. 특히 개인투자자들을 중심으로 넥스트레이드 거래가 활발하게 이루어지고 있는 것으로 나타났다. 한 금융투자업계 관계자는 “넥스트레이드의 종목 확대는 기존...
1일 전,7시간 전,"LS證 “자산 파는 방법도 있는데 유증하는 삼성SDI, 목표가 하향”","그러면서도 “기 보유중인 매각 가능한 자산이 있음에도 불구하고 자기자본 펀딩 방식을 취한 점은 주식 투자자 관점에서 아쉬운 부분이 아닐 수... 유상증자에 따른 신주는 6월 19일 상장될 예정으로, 보통주 기준 주식 수는 17.2% 증가할 전망이다. 정 연구원은 “보통 증가에 따른 희석영향에..."
1일 전,7시간 전,"""CJ, 올리브영 합병 가능성 ↑…주가 저평가 상태""-DS","김수현 DS투자증권 연구원은 ""올리브영은 SPC가 보유한 지분을 3년 내 매입할 수 있는 콜옵션(미리 정한 기한과 가격 내 주식을 살 수 있는 권리)을... 포괄적 주식 교환을 통한 합병 가능성이 더 높다""고 분석했다. 포괄적 주식 교환이란 올리브영 주주들이 보유한 을 CJ에 넘기는 대신 CJ의 을 받는..."
1일 전,7시간 전,"삼성운용, '삼성글로벌CoreAI목표전환형' 펀드 출시","삼성글로벌CoreAI목표전환형 펀드는 채권과 AI 관련 주식으로 구성되며, 투자 비중은 채권 60%, 주식 40% 수준으로 운용될 예정이다. 채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체·인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련..."
1일 전,7시간 전,이마트·LG생활건강 등 추가…대체거래소 거래종목 110개로 확대,다음 주부터는 거래종목이 총 350개로 확대된다. 코스피 대장주인 삼성전자와 SK하이닉스 등은 다음 주부터 거래 가능하다. 넥스트레이드 출범으로 투자자들은 오전 8시부터 오후 8시까지 주식 거래가 가능해졌다. 이에 개인투자자들을 중심으로 넥스트레이드 거래가 활발한 것으로 나타나고 있다.
1일 전,7시간 전,"DS투자증권 ""CJ, 올리브영 지배구조 변화 추진""","이어 ""이익 잉여금의 증가는 배당과 이번 자사주 매입 한도 증가와 연결된다""며 ""자사주를 전량 소각할 경우 올리브영 각 주주의 주식가치가 증가한다... 김 연구원은 ""결론적으로 최근의 세 가지 이벤트는 ▲올리브영 주주들의 보유 주식 가치 제고, ▲기업가치 제고를 동시에 이룰 수 있는 변화""라고..."
1일 전,7시간 전,"원/달러 환율 ""위험선호 심리 회복에 1450원 하회 시도 전망""","이어 ""특히 지난주 금요일 왹구인 주식자금 추정 커스터디 매도가 이날도 외환시장에 등장할 경우 환율 하단을 막고 있는 거주자 해외주식투자 실수요 수급을 밀어낼 수 있을 것""이라고 했다. 다만 수입업체 결제와 거주자 해외주식투자 등 실수요 저가매수는 하단을 지지할 것으로 봤다. 민 연구원은 ""이달..."
1일 전,7시간 전,"한투운용 ""美주식·채권 ETF 인기…ACE 채권혼합 3종 순자산 7000억 돌파...",한국투자신탁운용은 미국 주식과 채권에 투자하는 ACE 채권혼합 상장지수펀드(ETF) 시리즈 3종의 순자산액이 7000억원을 돌파했다고 17일 밝혔다.... 주식과 미국 단기 채권 투자 비중을 3대 7로 구성했다ACE 엔비디아채권혼합블룸버그 ETF의 순자산액은 1617억원이다. 엔비디아와 국내 채권에 3대 7...
1일 전,7시간 전,"[더벨][한화그룹 승계 로드맵 점검]한화에너지 IPO '선긋는' 한화, 외부...",삼형제가 보유한 주식의 가치가 높아야 향후 김승연 회장으로부터 여러 자산을 승계할 때 부담도 적다. 당장 한화에너지를 활용해 ㈜한화와의 합병을 추진하는 등 지배구조 개편을 추진하지 않더라도 한화에너지 지분을 다용도로 활용할 수 있다. 특히 한화그룹이 추구하는 ‘정공법’에서도...
1일 전,7시간 전,"[2025년 특별기획] Physical Internet, 물류의 미래②","현재 JPIC에는 60여 개 기업이 회원사로 활동하고 있으며, 야마토 홀딩스, 니신 푸드, 일본화물철도 주식회사로 구성된 이사회를 중심으로 조직을 운영하면서 도요타, 소프트뱅크, NEC 등 일본 대표기업들의 참여하에 정기적인 세미나와 추진 워킹그룹별 워크샵을 지속적으로 진행하고 있다. 현재..."
1일 전,7시간 전,3월 14일 주식시장 주요공시,"04%) 규모 공급계약(PP12 Expansion CCGT IPP) 체결(계약기간:2025-03-13~2028-05-31) ▶디아이티, 에스케이하이닉스 주식회사와 154억원(최근 매출액대비... 55%), 영업이익 254억원(전년대비 흑자전환), 순이익 607억원(전년대비 흑자전환) ▶원바이오젠, 1주당 가액 100원을 500원으로 병합하는 병합..."
1일 전,7시간 전,"SK증권 ""메리츠증권, 퇴직연금·해외주식 높은 경쟁력 보여""","|중앙이코노미뉴스 김수현 기자|메리츠증권 ci SK증권은 17일 메리츠증권이 최근 주요 사업부문인 퇴직연금·해외주식 등에서 높은 경쟁력이 부각되고... 이어 ""해외주식 부문에서도 전반적으로 높은 시장 점유율을 확보하고 있는 가운데 해외 법인을 활용해 인터브로커 비용 등을 절감할 수 있다는 점에서..."
1일 전,7시간 전,"“7% 수익률 달성시 채권형으로”…삼성운용, ‘글로벌CoreAI목표전환형...","채권과 AI 관련 주식으로 구성되며, 투자 비중은 채권 60%, 주식 40% 수준으로 운용될 예정이다. 채권은 단기 우량채권, 채권형 상장지수펀드(ETF) 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체·인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자해 성과를 높일..."
1일 전,7시간 전,"삼성자산, '삼성글로벌CoreAI목표전환형' 펀드 출시","삼성글로벌CoreAI목표전환형 펀드는 채권과 AI 관련 주식으로 구성되며, 투자 비중은 채권 60%, 주식 40% 수준으로 운용될 예정이다. 채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체ㆍ인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련..."
1일 전,7시간 전,"""흔들리는 미국증시 vs 떠오르는 비미국증시…클린턴 때의 교훈""","외 주식시장을 경계해야 한다는 의견이 나왔다. 강현기 DB금융투자 연구원은 17일 보고서를 통해 ""트럼프 2기 경제정책의 모멘텀 훼손 우려로 미국 증시가 흔들리고 있으며, 미국 외 주식시장이 떠오르고 있다""면서도 ""(미국 외 증시에) 근본적 위험성이 존재한다""고 주장했다. 강 연구원은 클린턴 시절이..."
1일 전,7시간 전,"삼성자산, '삼성글로벌CoreAI목표전환형' 펀드 출시","삼성글로벌CoreAI목표전환형 펀드는 채권과 AI 관련 주식으로 구성되며, 투자 비중은 채권 60%, 주식 40% 수준으로 운용될 예정이다. 채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체ㆍ인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련..."
1일 전,7시간 전,[리스트] MVP 상위 주식 20선...한솔아이원스 등 - 17일,"지난 금요일 미국 증시가 상승 마감한 가운데 17일 가치투자 전문 포털 아이투자(itooza.com)는 실적과 밸류에이션, 수급 매력을 두루 갖춘 종목을 추려낸 결과, 한솔아이원스이 포함됐다고 밝혔다. 이는 아이투자가 자체 개발한 종목평가 로직 'MVP 점수'에 따른..."
1일 전,7시간 전,"ISS, 정기 주총서 영풍 측 안건 '찬성'…집중투표제 반대","영풍은 △재무제표 승인 △주식 액면분할 △사내이사·사외이사 선임 등 안건을 올렸다. 영풍정밀은 △집중투표제 도입 △현물배당 도입 등 안건을 올렸다. ISS는 영풍정밀 안건에 대해 ""설득력 있는 근거가 부족하다""라며 반대했다. ISS는 최 회장 측이 밀고 있는 집중투표제가 악용될 가능성이 있다고..."
1일 전,7시간 전,"LS증권 ""삼성SDI, 삼성디스플레이 매각보다 유증 선택…주가에 부정적""","정경희 LS증권 연구원은 ""보통주 기준 주식 수가 17.2% 증가해 주가 희석 요인이 될 수 있다""고 말했다. 정 연구원은 ""이번 유증으로 동사는 약 5조... 점은 주식 투자자 관점에서 아쉬운 부분이 아닐 수 없다""고 지적했다. 이어 ""보통 주식 증가에 따른 희석영향에 더해 동사의 CAPEX 자금조달 방식 선택에..."
1일 전,7시간 전,"SK증권 “키움증권, 거래대금 증가 최대 수혜 전망…초대형 IB 신규인가...",SK증권은 국내 거래대금 회복추세 및 해외주식 거래대금 등 중개수익 측면의 우호적인 업황에 기반한 기대감이 키움증권에 가장 크게 반영될 것으로 전망했다. 설 연구원은 “키움증권은 국내 브로커리지 시장 내 가장 높은 점유율을 보유하고 있으며 해외 부문에서도 최상위 수준의 경쟁력을 보유하고...
1일 전,7시간 전,"인천시-인천대-CJ제일제당, 해양수산연구 발전 위해 맞손","매일일보 = 이종민 기자 | 인천광역시는 지난 14일 인천대학교에서 인천대학교 및 CJ제일제당 주식회사와 '인천지역 해양수산연구 발전'을 위한 업무협약을 체결했다고 밝혔다. 이날 협약식에는 황효진 인천시 글로벌도시정무부시장, 박종태 인천대학교 총장, 라제시 포티네니(Rajesh Potineni) CJ제일제당 회..."
1일 전,7시간 전,3개월만에 유증 공식화 한 삼성SDI…금감원의 '1호 중점심사' 대상됐다,"금감원은 주식 가치 희석화 우려, 일반주주 권익 훼손 우려, 재무위험 과다, 주관사 주의의무 소홀 등을 판단한다. 투명한 기준과 절차를 제시해, 기업... 할인율(16%)이나 주식 희석률(16.8%)은 과도하다고 하기 어렵지만, 조 단위의 자금 조달이 진행되는 만큼 면밀한 심사가 필요하다고 본 셈이다. 삼성SDI도..."
1일 전,7시간 전,"[리뷰] ‘하이퍼 나이프’ 청출어람청어람 박은빈 (1,2화 프리뷰)","▶하이퍼 나이프 (영제:Hyper Knife) ▶감독:김정현 ▶극본:김선희 ▶출연:박은빈(정세옥), 설경구(최덕희), 윤찬영(서영주), 박병은(한현호) ▶제작사:주식회사 동풍,블라드스튜디오 ▶공개:디즈니플러스 2025년 3월 19일~4월 9일/ 청소년관람불가/ 전체 8부작"
1일 전,7시간 전,"리플 '고래'들, 48시간 동안 1억 5,000만 XRP 축적...랠리 신호탄인가?","암호화폐 시장뿐만 아니라 최근 변동성을 겪었던 미국 주식 시장의 잠재적인 반등에 대한 기대감도 커지고 있다. 글로벌 금융 시장이 회복세를 보이면 XRP의 상승 전망은 더욱 강화될 수 있다. 온체인 데이터, 고래 축적 추세 확인 뉴스비티씨에 따르면 암호화폐 분석가 알리 마르티네즈는 샌티멘트의..."
1일 전,7시간 전,"NDF, 1448.8원/1449.2원…2.35원 하락","역외 숏(매도)플레이, 수출업체 네고(달러 매도) 물량이 가세할 경우 1440원 중반까지 레벨을 낮출 것으로 기대된다. 다만 수입업체 결제, 거주자 해외주식투자 등 실수요 저가매수는 하단을 지지할 것으로 보인다. 달러화는 약세다. 달러인덱스는 14일(현지시간) 오후 7시 40분 기준 103.7을 기록하고 있다."
1일 전,7시간 전,"리플 '고래'들, 48시간 동안 1억 5,000만 XRP 축적...랠리 신호탄인가?","암호화폐 시장뿐만 아니라 최근 변동성을 겪었던 미국 주식 시장의 잠재적인 반등에 대한 기대감도 커지고 있다. 글로벌 금융 시장이 회복세를 보이면 XRP의 상승 전망은 더욱 강화될 수 있다. 온체인 데이터, 고래 축적 추세 확인 뉴스비티씨에 따르면 암호화폐 분석가 알리 마르티네즈는 샌티멘트의..."
1일 전,7시간 전,"삼성자산운용, ‘삼성글로벌CoreAI목표전환형’ 펀드 출시","삼성글로벌CoreAI목표전환형 펀드는 채권과 AI 관련 주식으로 구성된다. 투자 비중은 채권 60%, 주식 40% 수준으로 운용될 예정이다. 채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체.인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중..."
1일 전,7시간 전,"삼성자산, 삼성글로벌CoreAI 목표전환형 펀드 출시","삼성글로벌CoreAI목표전환형 펀드는 채권과 AI 관련 주식으로 구성한다. 투자 비중은 채권 60%, 주식 40% 수준으로 운용한다. 채권은 단기 우량채권, 채권형 ETF 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체/인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI 핵심 테마 관련 기업에 집중 투자해..."
1일 전,7시간 전,한투운용 ‘ACE 채권혼합 시리즈’ 순자산 7000억 돌파,"이투데이=손민지 기자 | 한국투자신탁운용은 미국 주식과 채권에 투자하는 ACE 채권혼합 상장지수펀드(ETF) 시리즈 3종의 순자산액이 7000억... ACE 미국S&P500채권혼합액티브 ETF와 마찬가지로 2022년 8월 상장했으며, 주식과 미국 단기 채권 투자 비중을 3대 7로 가져간다. 다만, 투자하는..."
1일 전,7시간 전,"키움증권, 실전 투자대회 왕중왕전 마무리…최고 수익률 431%","17일 키움증권에 따르면 대회 기간 최고 수익률은 431.23%로 ‘해외주식 3천 대회’ 1위 ‘BansS’가 기록했다. 국내주식 부문의 최고 수익률은 ‘1천 대회’ 1위 ‘겸허’가 기록한 397.59%다. 국내주식 부문 1억 대회 1위는 ‘닥터가스레인지’(수익률 188%), 해외 부문 1억 대회 1위는 ‘귀찮탱이’..."
1일 전,7시간 전,"ISS, 정기 주총서 영풍 측 안건 '찬성'…집중투표제 반대","영풍은 △재무제표 승인 △주식 액면분할 △사내이사·사외이사 선임 등 안건을 올렸다. 영풍정밀은 △집중투표제 도입 △현물배당 도입 등 안건을 올렸다. ISS는 영풍정밀 안건에 대해 ""설득력 있는 근거가 부족하다""라며 반대했다. ISS는 최 회장 측이 밀고 있는 집중투표제가 악용될 가능성이 있다고..."
1일 전,7시간 전,"[아침밥] KB증권 ""LG전자, 올해 4.1조 최대 실적 달성 전망""","김 연구원은 ""조달된 자금 3조원 중 20%만 자사주 매입에 사용한다고 가정해도 LG전자의 자사주 매입 규모는 6000억원""이라며 ""자사주 매입 수량은 754만주로 총 발행주식의 4.6%""라고 설명했다. 이어 ""올해 4월부터 미국과 EU(유럽연합) 상호 보복 관세 부과로 월풀과 일레트로룩스 제품 가격 상승이..."
1일 전,7시간 전,삼성운용 ‘삼성글로벌CoreAI목표전환형’ 펀드 출시,"삼성글로벌CoreAI목표전환형 펀드는 채권과 AI 관련 주식으로 구성되며, 투자 비중은 채권 60%, 주식 40% 수준으로 운용될 예정이다. 채권은 단기 우량채권, 채권형 상장지수펀드(ETF) 및 머니마켓 ETF에 투자해 안정성을 확보하고, 주식은 반도체·인프라, 소프트웨어, 로보틱스 등 성장성이 높은 AI..."
1일 전,6시간 전,"변동성 장세, 채권혼합형 ETF 잘나가네…ACE 채권혼합 시리즈 순자산액...",한국투자신탁운용은 미국 주식과 채권에 투자하는 ACE 채권혼합 상장지수펀드(ETF) 시리즈 3종의 순자산액이 7000억 원을 돌파했다고 17일 밝혔다.... 주식과 상관관계가 낮은 채권을 함께 투자하는 만큼 시장 변동성이 심화할 때 개별 및 형 ETF 대비 상대적으로 낮은 하락폭을 기록한다....
1일 전,6시간 전,"삼성SDI, 2조원대 유상증자 발표…증권가 ""다운사이드 리스크"" 목표가↓","보통주 1182만1000주(액면가액 5000원) 증자로 보통주 기준 주식수 증가율은 약 17.2%, 기타 주식을 포함한 총 발행주식수 기준 약 16.8% 증가하는 규모다. 총 발행 금액은 약 2조원이며 유상증자 목적은 자금조달(시설자금 약 5000억원, 타법인 증권 취득자금 약 1조5000억원)으로 기재했다. 또한 신주 배정..."
1일 전,6시간 전,"키움증권, 작년 투자대회 수익률 1위 ‘431.23%’… 수익금 1위 ‘21억원...","국내주식 부문 1억대회 1위는 ‘닥터가스레인지’(수익률 188%), 해외주식 부문 1억대회 1위는 ‘귀찮탱이’(수익률 327%)가 차지했다. 이들은 각각 상금 1억원의 주인공이 됐다. 대회별로 1위부터 3위까지는 상패와 상금, 4위부터 10위까지는 상장과 상금이 지급됐다. 대회 기간 최고 수익률은..."
1일 전,6시간 전,"한투운용 ACE 채권혼합 시리즈 3종, 순자산 7000억 돌파","한국투자신탁운용은 미국 주식과 채권에 투자하는 'ACE 채권혼합 상장지수펀드(ETF)' 시리즈 3종의 순자산액이 7000억원을 돌파했다고 17일... 2022년 8월 상장했으며, 주식과 미국 단기 채권 투자 비중을 3대 7로 가져간다. 다만, 투자하는 자산이 나스닥100 지수라는 차이점이 있다...."
1일 전,6시간 전,"넥스트레이드, 17일부터 거래종목 확대...총 110개로 늘어나","4주차를 맞이하는 내주부터는 총 350개의 종목에 대해 거래를 할 수 있게 된다. 삼성전자와 하이닉스 등은 해당 주차에 합류한다. 한편 넥스트레이드는 지난 4일 운영을 개시한 국내 최초 대체거래소로, 넥스트레이드의 출범으로 오전 8시부터 오후 8시까지 하루에 12시간 동안 거래를 할 수 있게 됐다."
1일 전,6시간 전,"한국투자증권, PB 해외주식 역량 강화 교육 실시",한국투자증권은 지난 15일 서울 여의도 본사에서 소속 프라이빗 뱅커(PB)의 해외주식 역량 강화를 위한 전문가 초청 세미나를 진행했다고 밝혔다.... 나스닥 홍콩사무소의 인 셰르 보(In Cher BOH) 나스닥 APAC 프로덕트 관리 및 지원 총괄과 텍톤투자자문·쿼터백투자자문·토러스자산운용의 해외 투자...
1일 전,6시간 전,"ISS, 영풍 주총서 이사회 안건 찬성…'집중투표제 반대'","영풍은 △재무제표 승인 △주식 액면분할 △사내이사 및 사외이사 선임 등을 제안했고 ISS는 모든 안건에 대해 찬성을 권고했다. 반면 영풍정밀이 제안한 △집중투표제 도입 △현물배당 도입 등 안건에 대해서는 ""설득력 있는 근거가 부족하다""며 반대 의견을 냈다. 앞서 영풍 지분 3.59% 보유한 영풍정밀은..."
1일 전,6시간 전,"[더벨][VC 투자기업]'배달대행' 부릉, 신한증권서 300억 투자 받는다",전환우선주식(CPS)을 발행해 투자를 유치하며 이날 납입이 완료될 예정이다. 신한투자증권 기업금융본부 차원에서 투자를 결정한 것으로 알려졌다. 신주 발행 단가는 주당 약 5223원으로 책정됐다. 신한투자증권이 확보하는 주식수는 574만3825주다. 부릉의 현재 발행주식수는 2488만5397주로 신주발행이...
1일 전,6시간 전,"[더벨]키움인베, '올릭스' 투자원금 확보…수익 극대화 도모","키움인베스트먼트 관계자는 ""바이오 기업은 연구개발을 진행하기 위해 많은 자금이 필요한데, 상장했다고 하더라도 주식시장에서 자금을 조달하는... 라이선스 아웃 이후 올릭스는 3거래일 연속 상한가를 기록하는 등 국내 주식시장에서 가장 주목받는 바이오텍으로 떠올랐다. 키움인베스트먼트는 2월..."
1일 전,6시간 전,[칼럼] 아이 세뱃돈으로 사줄만한 내수기업 찾기(2편),날씨가 봄날인데 아직 주식시장은 찬기운이 많이 남아 있어 보입니다. 특히 조선업이나 방위산업과 같이 수출비중이 높은 분야들이 1-2월새 큰... 특히 같은 식음료 산업군에서 삼양식품이 2024년 최고의 주식으로 주목받은 반면 오뚜기는 잠시 주목받은 후에는 평범 이하의 저조한 성과를 보였습니다....
